STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,9/20/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,88,",,W",70,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,9/21/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,88,",,W",67,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,9/22/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,83,",,W",70,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,9/23/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,89,",,W",65,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,9/24/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,92,",,W",67,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,9/25/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,91,",,W",70,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,9/26/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,86,",,W",69,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,9/27/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,91,",,W",72,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,9/28/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,81,",,W",66,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,9/29/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,75,",,W",58,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,9/30/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,70,",,W",57,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/1/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,71,",,W",51,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/2/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,74,",,W",52,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/3/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,75,",,W",56,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/4/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,77,",,W",56,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/5/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,80,",,W",58,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/6/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,83,",,W",65,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/7/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,85,",,W",65,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/8/2017,0.06,,",,W,2400",0,",,W,2400",0,",,W,2400",,,83,",,W",75,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/9/2017,0.56,,",,W,2400",0,",,W,2400",0,",,W,2400",,,86,",,W",74,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/10/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,86,",,W",72,",,W",,,,,1,",,W",,,,,,,1,",,W",,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/11/2017,0.06,,",,W,2400",0,",,W,2400",0,",,W,2400",,,75,",,W",67,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/12/2017,0.05,,",,W,2400",0,",,W,2400",0,",,W,2400",,,68,",,W",61,",,W",1,",,W",,,,,,,,,,,1,",,W",,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/13/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,66,",,W",60,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/14/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,71,",,W",62,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/15/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,79,",,W",64,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/16/2017,0.1,,",,W,2400",0,",,W,2400",0,",,W,2400",,,73,",,W",52,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/17/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,64,",,W",46,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/18/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,71,",,W",45,",,W",,,,,,,,,,,,,1,",,W",,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/19/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,72,",,W",49,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/20/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,77,",,W",55,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/21/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,78,",,W",52,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/22/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,77,",,W",54,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/23/2017,0.03,,",,W,2400",0,",,W,2400",0,",,W,2400",,,78,",,W",60,",,W",1,",,W",1,",,W",,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/24/2017,0.1,,",,W,2400",0,",,W,2400",0,",,W,2400",,,73,",,W",58,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/25/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,64,",,W",50,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/26/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,62,",,W",49,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/27/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,71,",,W",43,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/28/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,73,",,W",54,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/29/2017,0.97,,",,W,2400",0,",,W,2400",0,",,W,2400",,,68,",,W",47,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/30/2017,0.09,,",,W,2400",0,",,W,2400",0,",,W,2400",,,60,",,W",45,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,10/31/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,63,",,W",44,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/1/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,64,",,W",46,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/2/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,77,",,W",51,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/3/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,78,",,W",58,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/4/2017,0.58,,",,W,2400",0,",,W,2400",0,",,W,2400",,,61,",,W",49,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/5/2017,0.09,,",,W,2400",0,",,W,2400",0,",,W,2400",,,62,",,W",54,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/6/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,70,",,W",56,",,W",,,,,1,",,W",,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/7/2017,1.07,,",,W,2400",0,",,W,2400",0,",,W,2400",,,56,",,W",42,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/8/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,49,",,W",42,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/9/2017,0.03,,",,W,2400",0,",,W,2400",0,",,W,2400",,,57,",,W",45,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/10/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,50,",,W",32,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/11/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,39,",,W",26,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/12/2017,0.01,,",,W,2400",0,",,W,2400",0,",,W,2400",,,47,",,W",31,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/13/2017,0.13,,",,W,2400",0,",,W,2400",0,",,W,2400",,,53,",,W",41,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/14/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,51,",,W",39,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/15/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,55,",,W",35,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/16/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,64,",,W",44,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/17/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,54,",,W",40,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/18/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,63,",,W",37,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/19/2017,0.07,,",,W,2400",0,",,W,2400",0,",,W,2400",,,64,",,W",43,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/20/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,53,",,W",38,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/21/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,62,",,W",40,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/22/2017,0.01,,",,W,2400",0,",,W,2400",0,",,W,2400",,,59,",,W",37,",,W",,,,,1,",,W",,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/23/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,47,",,W",32,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/24/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,53,",,W",32,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/25/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,60,",,W",38,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/26/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,55,",,W",43,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/27/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,62,",,W",38,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/28/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,61,",,W",39,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/29/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,70,",,W",42,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,11/30/2017,0.01,,",,W,2400",0,",,W,2400",0,",,W,2400",,,60,",,W",42,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/1/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,57,",,W",42,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/2/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,53,",,W",36,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/3/2017,0.03,,",,W,2400",0,",,W,2400",0,",,W,2400",,,57,",,W",38,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/4/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,56,",,W",36,",,W",,,,,,,,,,,,,1,",,W",,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/5/2017,0.07,,",,W,2400",0,",,W,2400",0,",,W,2400",,,60,",,W",45,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/6/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,57,",,W",42,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/7/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,51,",,W",40,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/8/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,42,",,W",37,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/9/2017,0.18,,",,W,2400",1.5,",,W,2400",0,",,W,2400",,,38,",,W",32,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/10/2017,0,,",,W,2400",0,",,W,2400",2,",,W,2400",,,41,",,W",30,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/11/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,49,",,W",35,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/12/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,49,",,W",25,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/13/2017,0,,"T,,W,2400",0,"T,,W,2400",0,",,W,2400",,,37,",,W",23,",,W",,,,,,,,,,,,,1,",,W",,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/14/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,44,",,W",31,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/15/2017,0.01,,",,W,2400",0.2,",,W,2400",0,",,W,2400",,,31,",,W",25,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/16/2017,0,,",,W,2400",0,",,W,2400",0,"T,,W,2400",,,48,",,W",25,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/17/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,50,",,W",30,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/18/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,56,",,W",39,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/19/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,62,",,W",40,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/20/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,56,",,W",38,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/21/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,46,",,W",32,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/22/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,57,",,W",36,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/23/2017,0.18,,",,W,2400",0,",,W,2400",0,",,W,2400",,,65,",,W",45,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/24/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,46,",,W",39,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/25/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,41,",,W",31,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/26/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,39,",,W",30,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/27/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,33,",,W",19,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/28/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,25,",,W",16,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/29/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",,,32,",,W",19,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/30/2017,0.03,,",,W,2400",0.2,",,W,2400",0,"T,,W,2400",,,33,",,W",22,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,12/31/2017,0,,",,W,2400",0,",,W,2400",0,"T,,W,2400",,,23,",,W",16,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/1/2018,0,,",,W,2400",0,",,W,2400",0,",,W,2400",19,"H,,S",26,",,W",13,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/2/2018,0,,",,W,2400",0,",,W,2400",0,",,W,2400",18,"H,,S",26,",,W",13,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/3/2018,0,,"T,,W,2400",0,"T,,W,2400",0,",,W,2400",23,"H,,S",35,",,W",13,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/4/2018,0.1,,",,W,2400",0.8,",,W,2400",1.2,",,W,2400",26,"H,,S",27,",,W",16,",,W",1,",,W",,,,,,,,,,,,,1,",,W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/5/2018,0,,",,W,2400",0,",,W,2400",1.2,",,W,2400",17,"H,,S",21,",,W",13,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/6/2018,0,,",,W,2400",0,",,W,2400",0,"T,,W,2400",15,"H,,S",21,",,W",11,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/7/2018,0,,",,W,2400",0,",,W,2400",0,",,W,2400",15,"H,,S",23,",,W",8,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/8/2018,0.06,,",,W,2400",0,"T,,W,2400",0,",,W,2400",25,"H,,S",39,",,W",19,",,W",,,,,,,1,",,W",,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/9/2018,0,,",,W,2400",0,",,W,2400",0,",,W,2400",38,"H,,S",51,",,W",30,",,W",1,",,W",1,",,W",,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/10/2018,0,,",,W,2400",0,",,W,2400",0,",,W,2400",36,"H,,S",43,",,W",27,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/11/2018,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",46,"H,,S",62,",,W",38,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/12/2018,0.37,,",,W,2400",0,",,W,2400",0,",,W,2400",60,"H,,S",64,",,W",57,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/13/2018,0.11,,",,W,2400",0,",,W,2400",0,",,W,2400",45,"H,,S",62,",,W",21,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/14/2018,0,,",,W,2400",0,",,W,2400",0,",,W,2400",23,"H,,S",28,",,W",17,",,W",,,,,,,,,,,,,,,,
